"tijd","vlaanderen_zon_kwh","vlaanderen_wind_kwh","elia_zon_kwh","elia_wind_kwh"
"2025-05-19 01:00:00+00","0","159279","0","54325"
"2025-05-19 00:00:00+00","0","144597","0","52875"
"2025-05-18 23:00:00+00","0","136624","0","70425"
"2025-05-18 22:00:00+00","0","159532","0","72675"
"2025-05-18 21:00:00+00","0","158957","0","104875"
"2025-05-18 20:00:00+00","13949","159047","0","80600"
"2025-05-18 19:00:00+00","243172","135602","18246.75","51750"
"2025-05-18 18:00:00+00","795769","132407","254338","28700"
"2025-05-18 17:00:00+00","1341562","120745","712170.75","53650"
"2025-05-18 16:00:00+00","1841939","92384","1309166","28600"
"2025-05-18 15:00:00+00","2064013","67225","1804408.5","42275"
"2025-05-18 14:00:00+00","1911774","53120","1927612.25","48975"
"2025-05-18 13:00:00+00","1736475","53513","1925387","28525"
"2025-05-18 12:00:00+00","1521756","63392","1858924.25","13050"
"2025-05-18 11:00:00+00","1374236","53554","1827720","28725"
"2025-05-18 10:00:00+00","1115824","41989","1633635.75","11950"
"2025-05-18 09:00:00+00","785890","49473","1356958.75","37050"
"2025-05-18 08:00:00+00","461633","87311","1056063.25","34625"
"2025-05-18 07:00:00+00","218426","125270","710047.25","18800"
"2025-05-18 06:00:00+00","78342","152755","487853.25","78375"
"2025-05-18 05:00:00+00","3897","174182","314363","85875"
"2025-05-18 04:00:00+00","0","172609","92227","63350"
"2025-05-18 03:00:00+00","0","170520","991","91450"
"2025-05-18 02:00:00+00","0","164334","0","67150"
"2025-05-18 01:00:00+00","0","173765","0","66150"
"2025-05-18 00:00:00+00","0","195277","0","97600"
"2025-05-17 23:00:00+00","0","224923","0","101850"
"2025-05-17 22:00:00+00","0","216065","0","81625"
"2025-05-17 21:00:00+00","0","238587","0","150825"
"2025-05-17 20:00:00+00","17485","262441","0","163675"
"2025-05-17 19:00:00+00","327739","345177","20792.5","177725"
"2025-05-17 18:00:00+00","1038578","353232","242287.25","159600"
"2025-05-17 17:00:00+00","1858434","355506","768222.25","115950"
"2025-05-17 16:00:00+00","2677249","308060","1718672.25","250725"
"2025-05-17 15:00:00+00","3153929","272037","2546074.25","127675"
"2025-05-17 14:00:00+00","3322368","275643","3049079.75","324875"
"2025-05-17 13:00:00+00","3413295","271289","3267158.5","62625"
"2025-05-17 12:00:00+00","3459599","233617","3379387.75","59975"
"2025-05-17 11:00:00+00","3479504","193947","3536761","142425"
"2025-05-17 10:00:00+00","3290876","147566","3487515","138075"
"2025-05-17 09:00:00+00","2864215","119129","3518597.25","77475"
"2025-05-17 08:00:00+00","2120425","122699","3172889.25","118950"
"2025-05-17 07:00:00+00","1257232","153966","2423029.25","102650"
"2025-05-17 06:00:00+00","607277","154122","1520239.75","74575"
"2025-05-17 05:00:00+00","118909","155639","511848.75","78600"
"2025-05-17 04:00:00+00","0","153588","131015.5","61675"
"2025-05-17 03:00:00+00","0","152830","1378.25","99725"
"2025-05-17 02:00:00+00","0","132849","0","74375"
"2025-05-17 01:00:00+00","0","109511","0","94575"
"2025-05-17 00:00:00+00","0","127723","0","80650"
"2025-05-16 23:00:00+00","0","194709","0","84050"
"2025-05-16 22:00:00+00","0","253335","0","80700"
"2025-05-16 21:00:00+00","0","387036","0","103975"
"2025-05-16 20:00:00+00","1914","537972","0","232625"
"2025-05-16 19:00:00+00","123584","602517","13584.25","373250"
"2025-05-16 18:00:00+00","656100","611803","207018.25","179375"
"2025-05-16 17:00:00+00","1543365","531922","686490.25","184450"
"2025-05-16 16:00:00+00","2688044","451758","1594114.75","326675"
"2025-05-16 15:00:00+00","3696858","350840","2731544.25","290900"
"2025-05-16 14:00:00+00","4318395","299006","3694654.5","142750"
"2025-05-16 13:00:00+00","4709688","235835","4376290.5","124250"
"2025-05-16 12:00:00+00","4748580","216413","4696309.5","118425"
"2025-05-16 11:00:00+00","4611637","238364","4818666.5","101575"
"2025-05-16 10:00:00+00","4112452","212570","4610833.75","115600"
"2025-05-16 09:00:00+00","3557867","154756","4388789","118850"
"2025-05-16 08:00:00+00","2678565","122806","3767143.5","67475"
"2025-05-16 07:00:00+00","1649507","96309","2865665.5","88450"
"2025-05-16 06:00:00+00","802436","122491","1857406.75","64625"
"2025-05-16 05:00:00+00","161330","180670","495338.5","57300"
"2025-05-16 04:00:00+00","0","214511","125755.75","104525"
"2025-05-16 03:00:00+00","0","261258","1442","49825"
"2025-05-16 02:00:00+00","0","316300","0","169800"
"2025-05-16 01:00:00+00","0","354391","0","195075"
"2025-05-16 00:00:00+00","0","394469","0","130300"
"2025-05-15 23:00:00+00","0","498719","0","349475"
"2025-05-15 22:00:00+00","0","594084","0","170925"
"2025-05-15 21:00:00+00","0","595485","0","264450"
"2025-05-15 20:00:00+00","14113","556939","0","281475"
"2025-05-15 19:00:00+00","306896","544986","16780.5","370675"
"2025-05-15 18:00:00+00","1000518","534194","216801.75","355950"
"2025-05-15 17:00:00+00","1744600","489182","725192.75","393850"
"2025-05-15 16:00:00+00","2211699","349898","1553209.75","167225"
"2025-05-15 15:00:00+00","2567032","301215","2331765","267775"
"2025-05-15 14:00:00+00","2849741","232898","2830497.25","171975"
"2025-05-15 13:00:00+00","2918443","203156","2880325.75","187325"
"2025-05-15 12:00:00+00","2738105","191492","2788686.25","188700"
"2025-05-15 11:00:00+00","2250019","183290","2749607","104400"
"2025-05-15 10:00:00+00","1485455","193633","2341901.5","135325"
"2025-05-15 09:00:00+00","898476","248660","1810156.5","123725"
"2025-05-15 08:00:00+00","569952","286834","1316263.25","148750"
"2025-05-15 07:00:00+00","386526","315754","942222.5","62000"
"2025-05-15 06:00:00+00","237466","245449","684322.75","200400"
"2025-05-15 05:00:00+00","57992","187587","409628","137575"
"2025-05-15 04:00:00+00","0","199013","101374.25","55875"
"2025-05-15 03:00:00+00","0","221147","496.75","150200"
"2025-05-15 02:00:00+00","0","253033","0","93875"
"2025-05-15 01:00:00+00","0","259162","0","168350"
"2025-05-15 00:00:00+00","0","286950","0","133525"
"2025-05-14 23:00:00+00","0","300226","0","142375"
"2025-05-14 22:00:00+00","0","396025","0","156350"
"2025-05-14 21:00:00+00","0","398861","0","239575"
"2025-05-14 20:00:00+00","12839","499012","0","80225"
"2025-05-14 19:00:00+00","307068","525732","13999","227625"
"2025-05-14 18:00:00+00","967203","601995","235585.5","249900"
"2025-05-14 17:00:00+00","1785782","541188","738975.5","174250"
"2025-05-14 16:00:00+00","2699729","368097","1661602.5","160875"
"2025-05-14 15:00:00+00","3486395","269363","2629899","247425"
"2025-05-14 14:00:00+00","4044276","241816","3349559.25","168600"
"2025-05-14 13:00:00+00","4439989","216957","3986512.25","103350"
"2025-05-14 12:00:00+00","4694504","177044","4545853","115450"
"2025-05-14 11:00:00+00","4737971","141013","4896479.75","72125"
"2025-05-14 10:00:00+00","4276207","97514","4733880.75","77950"
"2025-05-14 09:00:00+00","3581521","64003","4394908.75","47975"
"2025-05-14 08:00:00+00","2628359","55525","3738130.75","33200"
"2025-05-14 07:00:00+00","1579693","96913","2862951.25","34350"
"2025-05-14 06:00:00+00","740778","160310","1788154.75","60725"
"2025-05-14 05:00:00+00","131796","195885","467941.25","96725"
"2025-05-14 04:00:00+00","0","226175","116943.25","79575"
"2025-05-14 03:00:00+00","0","244002","588.5","157925"
"2025-05-14 02:00:00+00","0","233070","0","92525"
"2025-05-14 01:00:00+00","0","244723","0","137250"
"2025-05-14 00:00:00+00","0","303182","0","146925"
"2025-05-13 23:00:00+00","0","374411","0","160275"
"2025-05-13 22:00:00+00","0","406345","0","116525"
"2025-05-13 21:00:00+00","0","402571","0","212100"
"2025-05-13 20:00:00+00","9152","321655","0","170500"
"2025-05-13 19:00:00+00","270729","252321","12680","164850"
"2025-05-13 18:00:00+00","952690","220459","195928.75","181050"
"2025-05-13 17:00:00+00","1800358","205976","680889","127700"
"2025-05-13 16:00:00+00","2811960","192038","1732062.25","110750"
"2025-05-13 15:00:00+00","3589829","142907","2789794.25","97650"
"2025-05-13 14:00:00+00","4222518","110702","3761720.75","120800"
"2025-05-13 13:00:00+00","4792777","96864","4478795.5","47800"
"2025-05-13 12:00:00+00","5003177","97770","4958121.75","75200"
"2025-05-13 11:00:00+00","4863697","100872","5082655.5","84625"
"2025-05-13 10:00:00+00","4329857","104559","4832721.75","35300"
"2025-05-13 09:00:00+00","3567249","102850","4406321.75","32375"
"2025-05-13 08:00:00+00","2558736","93428","3627385","78225"
"2025-05-13 07:00:00+00","1526045","128201","2758987.5","17650"
"2025-05-13 06:00:00+00","703054","160334","1668425.25","69950"
"2025-05-13 05:00:00+00","123362","181919","446776.25","95100"
"2025-05-13 04:00:00+00","0","171715","106425.75","70025"
"2025-05-13 03:00:00+00","0","165731","267.5","66125"
"2025-05-13 02:00:00+00","0","143799","0","90225"
"2025-05-13 01:00:00+00","0","158489","0","85050"
"2025-05-13 00:00:00+00","0","159312","0","127550"
"2025-05-12 23:00:00+00","0","183070","0","109475"
"2025-05-12 22:00:00+00","0","184157","0","76200"
"2025-05-12 21:00:00+00","0","202090","0","175150"
"2025-05-12 20:00:00+00","12367","260716","0","131075"
"2025-05-12 19:00:00+00","192318","267367","8730.25","123200"
"2025-05-12 18:00:00+00","707052","342399","199157.25","80175"
"2025-05-12 17:00:00+00","1394008","287780","646607","105950"
"2025-05-12 16:00:00+00","2301130","206334","1461237.25","140600"
"2025-05-12 15:00:00+00","3208310","169439","2396516.5","68225"
"2025-05-12 14:00:00+00","3850494","172910","3024745.5","102375"
"2025-05-12 13:00:00+00","4335460","176379","3627104.25","36600"
"2025-05-12 12:00:00+00","4800343","188907","4601851.5","67350"
"2025-05-12 11:00:00+00","4849394","164788","5082024.75","110100"
"2025-05-12 10:00:00+00","4329386","106845","4914662.25","97250"
"2025-05-12 09:00:00+00","3581114","69772","4387926","76200"
"2025-05-12 08:00:00+00","2597665","63970","3653263","60975"
"2025-05-12 07:00:00+00","1547406","110306","2868155.75","19700"
"2025-05-12 06:00:00+00","718110","182539","1789756","87000"
"2025-05-12 05:00:00+00","119324","195869","424839","94075"
"2025-05-12 04:00:00+00","0","235247","95440","158900"
"2025-05-12 03:00:00+00","0","319109","96.5","129050"
"2025-05-12 02:00:00+00","0","381534","0","136325"
"2025-05-12 01:00:00+00","0","456932","0","317650"
"2025-05-12 00:00:00+00","0","515510","0","134325"
"2025-05-11 23:00:00+00","0","499704","0","281700"
"2025-05-11 22:00:00+00","0","521857","0","81700"
"2025-05-11 21:00:00+00","0","416836","0","125200"
"2025-05-11 20:00:00+00","3303","256427","0","166075"
"2025-05-11 19:00:00+00","204887","189136","8408.25","195600"
"2025-05-11 18:00:00+00","842515","203953","189082.75","178375"
"2025-05-11 17:00:00+00","1648363","171765","662871.25","84350"
"2025-05-11 16:00:00+00","2586538","129866","1592665.25","158825"
"2025-05-11 15:00:00+00","3457903","146366","2645765.25","106875"
"2025-05-11 14:00:00+00","4069376","153103","3568961.5","26025"
"2025-05-11 13:00:00+00","4712688","146643","4384468.5","96325"
"2025-05-11 12:00:00+00","5028558","142842","4822242.25","29250"
"2025-05-11 11:00:00+00","4882958","131090","5006281.5","125500"
"2025-05-11 10:00:00+00","4336738","133712","4778872.25","59175"
"2025-05-11 09:00:00+00","3604092","140063","4407781.25","84875"
"2025-05-11 08:00:00+00","2609332","121910","3676659.75","82025"
"2025-05-11 07:00:00+00","1575836","181491","2890978.5","68650"
"2025-05-11 06:00:00+00","734486","349905","1786540.25","150750"
"2025-05-11 05:00:00+00","123132","388633","403814","197100"
"2025-05-11 04:00:00+00","0","403237","90685","314275"
"2025-05-11 03:00:00+00","0","370391","10.25","192025"
"2025-05-11 02:00:00+00","0","358174","0","189825"
"2025-05-11 01:00:00+00","0","378359","0","194650"
"2025-05-11 00:00:00+00","0","463908","0","194450"
"2025-05-10 23:00:00+00","0","518522","0","250050"
"2025-05-10 22:00:00+00","0","444007","0","233250"
"2025-05-10 21:00:00+00","0","362824","0","117925"
"2025-05-10 20:00:00+00","6596","282653","0","57775"
"2025-05-10 19:00:00+00","244352","235112","8345","152950"
"2025-05-10 18:00:00+00","933996","287004","173338","100050"
"2025-05-10 17:00:00+00","1841293","321356","664222","155600"
"2025-05-10 16:00:00+00","2922685","330758","1721746.75","158950"
"2025-05-10 15:00:00+00","3941328","310811","2985577.5","156850"
"2025-05-10 14:00:00+00","4661702","271057","4116395.5","149850"
"2025-05-10 13:00:00+00","5109457","200003","4788902","90600"
"2025-05-10 12:00:00+00","5189570","187614","5185665.75","131125"
"2025-05-10 11:00:00+00","5000102","193744","5326384","119800"
"2025-05-10 10:00:00+00","4426301","181162","4977617.25","87475"
"2025-05-10 09:00:00+00","3643008","72188","4468833.25","36800"
"2025-05-10 08:00:00+00","2643863","47064","3738315.25","14175"
"2025-05-10 07:00:00+00","1582580","132236","2896635","64750"
"2025-05-10 06:00:00+00","729966","262381","1785325.5","149350"
"2025-05-10 05:00:00+00","111995","262514","394228.25","158200"
"2025-05-10 04:00:00+00","0","311027","85776.25","161125"
"2025-05-10 03:00:00+00","0","352262","0","157175"
"2025-05-10 02:00:00+00","0","350319","0","152800"
"2025-05-10 01:00:00+00","0","328720","0","163125"
"2025-05-10 00:00:00+00","0","331950","0","218425"
"2025-05-09 23:00:00+00","0","304117","0","168300"
"2025-05-09 22:00:00+00","0","312621","0","162300"
"2025-05-09 21:00:00+00","0","242794","0","115525"
"2025-05-09 20:00:00+00","4634","201175","0","107875"
"2025-05-09 19:00:00+00","245749","234114","6856.25","102000"
"2025-05-09 18:00:00+00","949274","366445","177570.25","106625"
"2025-05-09 17:00:00+00","1840135","389277","679621.75","163250"
"2025-05-09 16:00:00+00","2941900","384706","1719385.75","124700"
"2025-05-09 15:00:00+00","3969142","356227","2855710","176200"
"2025-05-09 14:00:00+00","4673960","251094","3937639.25","169575"
"2025-05-09 13:00:00+00","5128140","336932","4680904.25","171425"
"2025-05-09 12:00:00+00","5207093","351903","5112593.5","73925"
"2025-05-09 11:00:00+00","5047930","434323","5323084.75","276500"
"2025-05-09 10:00:00+00","4489765","472532","5010369.75","151350"
"2025-05-09 09:00:00+00","3708761","361680","4535801.25","256175"
"2025-05-09 08:00:00+00","2674805","182000","3768107.75","103625"
"2025-05-09 07:00:00+00","1592958","171471","2930286.5","169675"
"2025-05-09 06:00:00+00","712852","351156","1769565.5","158225"
"2025-05-09 05:00:00+00","104444","441313","386709","200175"
"2025-05-09 04:00:00+00","0","429695","80761.25","254100"
"2025-05-09 03:00:00+00","0","345238","0","234075"
"2025-05-09 02:00:00+00","0","273435","0","172650"
"2025-05-09 01:00:00+00","0","315715","0","167600"
"2025-05-09 00:00:00+00","0","379666","0","172400"
"2025-05-08 23:00:00+00","0","404246","0","136050"
"2025-05-08 22:00:00+00","0","425176","0","257075"
"2025-05-08 21:00:00+00","0","412583","0","134650"
"2025-05-08 20:00:00+00","2258","308527","0","178900"
"2025-05-08 19:00:00+00","167617","318335","4641.75","177825"
"2025-05-08 18:00:00+00","727050","447996","183991.75","244350"
"2025-05-08 17:00:00+00","1397086","509881","636687.5","151825"
"2025-05-08 16:00:00+00","2236321","478080","1431460.5","155800"
"2025-05-08 15:00:00+00","3159021","405653","2257843","150575"
"2025-05-08 14:00:00+00","3636827","387367","3064099","148700"
"2025-05-08 13:00:00+00","3779382","466503","3525386.75","210050"
"2025-05-08 12:00:00+00","3760403","481735","3835584.75","79275"
"2025-05-08 11:00:00+00","4103232","443697","4281477","253625"
"2025-05-08 10:00:00+00","4299735","306864","4386215.5","213325"
"2025-05-08 09:00:00+00","3434439","190376","4177031.25","104525"
"2025-05-08 08:00:00+00","2207736","86314","3152572.25","27875"
"2025-05-08 07:00:00+00","1284838","113944","2320725.25","45175"
"2025-05-08 06:00:00+00","595365","227834","1302229.25","104225"
"2025-05-08 05:00:00+00","82631","264539","432230.25","83950"
"2025-05-08 04:00:00+00","0","279585","83421","126575"
"2025-05-08 03:00:00+00","0","281093","0","134225"
"2025-05-08 02:00:00+00","0","306904","0","63800"
"2025-05-08 01:00:00+00","0","330005","0","151650"
"2025-05-08 00:00:00+00","0","360721","0","163200"
"2025-05-07 23:00:00+00","0","388879","0","234175"
"2025-05-07 22:00:00+00","0","435663","0","132250"
"2025-05-07 21:00:00+00","0","382609","0","196775"
"2025-05-07 20:00:00+00","753","373851","0","147900"
"2025-05-07 19:00:00+00","122299","331282","3080.75","250800"
"2025-05-07 18:00:00+00","603428","314259","173499.75","222800"
"2025-05-07 17:00:00+00","1159803","308174","600837","161425"
"2025-05-07 16:00:00+00","1719038","264083","1100535.75","122400"
"2025-05-07 15:00:00+00","2319713","229321","1718914.25","113825"
"2025-05-07 14:00:00+00","2523839","202434","2226065.5","152525"
"2025-05-07 13:00:00+00","2459779","201983","2417756.75","135475"
"2025-05-07 12:00:00+00","2423601","207193","2518609.25","86675"
"2025-05-07 11:00:00+00","2158020","198456","2501145.75","117075"
"2025-05-07 10:00:00+00","1867026","197372","2354304.5","110600"
"2025-05-07 09:00:00+00","1550940","188022","2404834","110000"
"2025-05-07 08:00:00+00","1068196","204939","1921489.5","156575"
"2025-05-07 07:00:00+00","610073","218913","1250640.25","134125"
"2025-05-07 06:00:00+00","249421","198766","770816.25","144725"
"2025-05-07 05:00:00+00","34595","164200","326874.25","70650"
"2025-05-07 04:00:00+00","0","171559","58513","87675"
"2025-05-07 03:00:00+00","0","180786","0","65500"
"2025-05-07 02:00:00+00","0","195208","0","65825"
"2025-05-07 01:00:00+00","0","210335","0","106250"
"2025-05-07 00:00:00+00","0","281782","0","140200"
"2025-05-06 23:00:00+00","0","355836","0","243800"
"2025-05-06 22:00:00+00","0","377203","0","181175"
"2025-05-06 21:00:00+00","0","456526","0","263025"
"2025-05-06 20:00:00+00","614","561553","0","310375"
"2025-05-06 19:00:00+00","86001","707332","1852.75","281225"
"2025-05-06 18:00:00+00","401929","728539","121874","433075"
"2025-05-06 17:00:00+00","1096168","579832","551770.25","175750"
"2025-05-06 16:00:00+00","2077884","381670","1067919.25","250250"
"2025-05-06 15:00:00+00","3299818","290054","1797729.75","240775"
"2025-05-06 14:00:00+00","4119090","337260","2683746","240250"
"2025-05-06 13:00:00+00","4361984","337395","3706171.25","92050"
"2025-05-06 12:00:00+00","3959357","344555","4052899.75","190600"
"2025-05-06 11:00:00+00","3496716","334041","3947850.75","124425"
"2025-05-06 10:00:00+00","3203002","369555","3641191","64750"
"2025-05-06 09:00:00+00","3190097","333281","3920890.5","64400"
"2025-05-06 08:00:00+00","2506324","309145","3453987","165500"
"2025-05-06 07:00:00+00","1469680","296656","2637701.75","161100"
"2025-05-06 06:00:00+00","649726","323448","1574425.5","165050"
"2025-05-06 05:00:00+00","76687","404095","369528.25","119700"
"2025-05-06 04:00:00+00","0","389795","66996","194000"
"2025-05-06 03:00:00+00","0","404970","0","139775"
"2025-05-06 02:00:00+00","0","400217","0","144175"
"2025-05-06 01:00:00+00","0","431500","0","222400"
"2025-05-06 00:00:00+00","0","565887","0","245175"
"2025-05-05 23:00:00+00","0","727768","0","359275"
"2025-05-05 22:00:00+00","0","762115","0","399875"
"2025-05-05 21:00:00+00","0","641599","0","442325"
"2025-05-05 20:00:00+00","1430","577727","0","325025"
"2025-05-05 19:00:00+00","137520","479268","1851.25","298100"
"2025-05-05 18:00:00+00","460199","413431","132386.5","185950"
"2025-05-05 17:00:00+00","767831","427124","478957.5","175825"
"2025-05-05 16:00:00+00","1093515","490158","861976.75","258900"
"2025-05-05 15:00:00+00","1486113","545296","1325774","264850"
"2025-05-05 14:00:00+00","2041759","491778","1785921.25","98850"
"2025-05-05 13:00:00+00","2708332","379789","2208820.25","170900"
"2025-05-05 12:00:00+00","2973023","315700","2489995.5","162950"
"2025-05-05 11:00:00+00","2786694","294608","2631197.75","77425"
"2025-05-05 10:00:00+00","2500803","271147","2493085.75","172525"
"2025-05-05 09:00:00+00","2499776","186080","2789817.75","88925"
"2025-05-05 08:00:00+00","2344772","122521","2781530.75","63675"
"2025-05-05 07:00:00+00","1489552","74678","2540460.75","46700"
"2025-05-05 06:00:00+00","646019","110983","1540502","39075"
"2025-05-05 05:00:00+00","73852","142426","364527.5","25350"
"2025-05-05 04:00:00+00","0","202363","62850.75","80275"
"2025-05-05 03:00:00+00","0","257025","0","155250"
"2025-05-05 02:00:00+00","0","254427","0","167225"
"2025-05-05 01:00:00+00","0","227582","0","78725"
"2025-05-05 00:00:00+00","0","233257","0","129000"
"2025-05-04 23:00:00+00","0","311554","0","142575"
"2025-05-04 22:00:00+00","0","357641","0","198400"
"2025-05-04 21:00:00+00","0","403005","0","113750"
"2025-05-04 20:00:00+00","644","484981","0","268100"
"2025-05-04 19:00:00+00","176515","609657","1629","173375"
"2025-05-04 18:00:00+00","811240","613777","163714.75","397125"
"2025-05-04 17:00:00+00","1356964","662584","605206.5","316525"
"2025-05-04 16:00:00+00","1759825","630884","1130750.25","487725"
"2025-05-04 15:00:00+00","2117812","539936","1702024.75","367125"
"2025-05-04 14:00:00+00","2195196","418576","1991580.25","423750"
"2025-05-04 13:00:00+00","2362272","366572","2149402","169200"
"2025-05-04 12:00:00+00","2754264","320704","2765112.75","229600"
"2025-05-04 11:00:00+00","2780770","329284","2974916","139075"
"2025-05-04 10:00:00+00","2199235","332023","2629653.25","167675"
"2025-05-04 09:00:00+00","1601151","264320","2072696","107225"
"2025-05-04 08:00:00+00","1296982","205767","1779876.75","148275"
"2025-05-04 07:00:00+00","791733","211964","1221909.75","189400"
"2025-05-04 06:00:00+00","278292","254045","883056.75","116550"
"2025-05-04 05:00:00+00","22895","198490","384522.5","100300"
"2025-05-04 04:00:00+00","0","151545","59830.75","147375"
"2025-05-04 03:00:00+00","0","133055","0","72475"
"2025-05-04 02:00:00+00","0","148031","0","142900"
"2025-05-04 01:00:00+00","0","203514","0","73525"
"2025-05-04 00:00:00+00","0","276591","0","138125"
"2025-05-03 23:00:00+00","0","371278","0","166425"
"2025-05-03 22:00:00+00","0","466410","0","246475"
"2025-05-03 21:00:00+00","0","528918","0","155900"
"2025-05-03 20:00:00+00","518","630648","0","219925"
"2025-05-03 19:00:00+00","126887","507253","1074.25","166050"
"2025-05-03 18:00:00+00","728300","533730","136100.25","248125"
"2025-05-03 17:00:00+00","1114633","378464","550180.75","272550"
"2025-05-03 16:00:00+00","1460630","252788","1023653.25","78800"
"2025-05-03 15:00:00+00","1638065","241086","1286811.5","271125"
"2025-05-03 14:00:00+00","1526307","297747","1217961.75","181750"
"2025-05-03 13:00:00+00","1441619","160805","1227702.75","172050"
"2025-05-03 12:00:00+00","2417258","43562","1918510.5","55175"
"2025-05-03 11:00:00+00","3610897","22660","2970256.25","13425"
"2025-05-03 10:00:00+00","3275681","12464","3363977.5","21000"
"2025-05-03 09:00:00+00","2573890","11933","3223860.75","9625"
"2025-05-03 08:00:00+00","1646559","11772","2626569.5","7500"
"2025-05-03 07:00:00+00","990637","31948","1868413.75","16050"
"2025-05-03 06:00:00+00","401166","111084","994638.25","18350"
"2025-05-03 05:00:00+00","45713","146843","365007.25","48200"
"2025-05-03 04:00:00+00","0","146824","52236.25","65175"
"2025-05-03 03:00:00+00","0","155918","0","47200"
"2025-05-03 02:00:00+00","0","179588","0","65075"
"2025-05-03 01:00:00+00","0","166156","0","30425"
"2025-05-03 00:00:00+00","0","171711","0","117450"
"2025-05-02 23:00:00+00","0","155982","0","98400"
"2025-05-02 22:00:00+00","0","153271","0","78675"
"2025-05-02 21:00:00+00","0","178031","0","79925"
"2025-05-02 20:00:00+00","528","191513","0","73500"
"2025-05-02 19:00:00+00","151733","181585","821.75","67225"
"2025-05-02 18:00:00+00","731683","195964","134658","55325"
"2025-05-02 17:00:00+00","1519845","194252","575406.75","52225"
"2025-05-02 16:00:00+00","2492604","188899","1463258","58550"
"2025-05-02 15:00:00+00","3545724","166487","2656976.75","105775"
"2025-05-02 14:00:00+00","4327857","166634","3782229.75","173175"
"2025-05-02 13:00:00+00","4781037","211452","4557964.5","42300"
"2025-05-02 12:00:00+00","4818163","244282","4967947","92525"
"2025-05-02 11:00:00+00","4410541","246878","4912240.25","120175"
"2025-05-02 10:00:00+00","3936265","107265","4255426.25","129125"
"2025-05-02 09:00:00+00","3200813","66716","3908827.5","44550"
"2025-05-02 08:00:00+00","2198132","85242","3169666.5","54000"
"2025-05-02 07:00:00+00","1180773","184762","2275378.5","89875"
"2025-05-02 06:00:00+00","491858","241471","1234422.5","112950"
"2025-05-02 05:00:00+00","48938","219380","366611.75","164600"
"2025-05-02 04:00:00+00","0","134690","50786.25","189200"
"2025-05-02 03:00:00+00","0","65618","0","67025"
"2025-05-02 02:00:00+00","0","47007","0","63125"
"2025-05-02 01:00:00+00","0","35755","0","93225"
"2025-05-02 00:00:00+00","0","27238","0","17600"
"2025-05-01 23:00:00+00","0","33546","0","54375"
"2025-05-01 22:00:00+00","0","46404","0","82075"
"2025-05-01 21:00:00+00","0","34838","0","63400"
"2025-05-01 20:00:00+00","1","44558","0","26825"
"2025-05-01 19:00:00+00","100249","43880","359","70150"
"2025-05-01 18:00:00+00","613536","56081","126748.5","49875"
"2025-05-01 17:00:00+00","1351084","75426","554493","35125"
"2025-05-01 16:00:00+00","2381277","78963","1353932.25","59525"
"2025-05-01 15:00:00+00","3431574","71453","2430070.25","68225"
"2025-05-01 14:00:00+00","4201716","61407","3560376","30675"
"2025-05-01 13:00:00+00","4681882","61701","4326669","56050"
"2025-05-01 12:00:00+00","4931045","47934","4873792","10425"
"2025-05-01 11:00:00+00","4783464","30648","5060920.25","36850"
"2025-05-01 10:00:00+00","4214916","7403","4772438","14450"
"2025-05-01 09:00:00+00","3452713","2531","4295545.5","5150"
"2025-05-01 08:00:00+00","2445442","15056","3623309","5525"
"2025-05-01 07:00:00+00","1426496","96919","2775542","32875"
"2025-05-01 06:00:00+00","590359","127536","1524325.5","39075"
"2025-05-01 05:00:00+00","47067","114311","321178.5","28875"
"2025-05-01 04:00:00+00","0","94860","46619.5","49850"
"2025-05-01 03:00:00+00","0","86020","0","58425"
"2025-05-01 02:00:00+00","0","91152","0","79375"
"2025-05-01 01:00:00+00","0","111628","0","51225"
"2025-05-01 00:00:00+00","0","185575","0","120125"
"2025-04-30 23:00:00+00","0","276180","0","115775"
"2025-04-30 22:00:00+00","0","358132","0","87050"
"2025-04-30 21:00:00+00","0","297684","0","166775"
"2025-04-30 20:00:00+00","45","223963","0","123425"
"2025-04-30 19:00:00+00","144424","146189","242","130250"
"2025-04-30 18:00:00+00","790809","108132","110375.75","54875"
"2025-04-30 17:00:00+00","1655786","100682","553856.5","44025"
"2025-04-30 16:00:00+00","2712393","75343","1552852.75","36650"
"2025-04-30 15:00:00+00","3733229","44836","2813930.5","29100"
"2025-04-30 14:00:00+00","4429763","27213","3936875.5","15450"
"2025-04-30 13:00:00+00","4904265","22707","4614245.75","14300"
"2025-04-30 12:00:00+00","4996902","26991","4997585.25","9550"
"2025-04-30 11:00:00+00","4765028","23714","5070779.75","11000"
"2025-04-30 10:00:00+00","4150014","11715","4706544.25","8650"
"2025-04-30 09:00:00+00","3381466","8738","4223381.5","5725"
"2025-04-30 08:00:00+00","2426813","21173","3571137.25","2400"
"2025-04-30 07:00:00+00","1374587","87504","2654102.25","13000"
"2025-04-30 06:00:00+00","536906","164187","1393661","60175"
"2025-04-30 05:00:00+00","39637","194997","318247.5","94725"
"2025-04-30 04:00:00+00","0","222425","42974.5","112025"
"2025-04-30 03:00:00+00","0","272813","0","67375"
"2025-04-30 02:00:00+00","0","307182","0","112000"
"2025-04-30 01:00:00+00","0","287730","0","162625"
"2025-04-30 00:00:00+00","0","295625","0","92550"
"2025-04-29 23:00:00+00","0","374602","0","99175"
"2025-04-29 22:00:00+00","0","437521","0","104675"
"2025-04-29 21:00:00+00","0","254778","0","207525"
